play	doc	page	file	line_id	label	xmlid	line_text
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_30627621.xml	r1l29	זמרי	zimri	זמרי: אֵיין יְהוּדִי בִּין אִיךְ, אַיין גֶעבֹּארֶענֶער יְהוּדִי אַזוֹי וִוי אִיהר אַלֶע
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_30627621.xml	r1l31	אליקים	elyakim	אליקים: יִמַח שְמוֹנִיק, וֶוער בִּיזְטוּ (וויל איהם אנגרייפען, זמרי שטויסט איהם אוועק)
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_30627621.xml	r1l32	דניאל	daniel	דניאל: (ווינקט צו אלקים אויעקצוגעהן) אַיין יְהוּדִי בִּיזְטוּ? דוּ גִיבְּסְט אוּנְז אַיין
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_30627621.xml	r1l37	זמרי	zimri	זמרי: אִיבְּרִיגֶענְס גֶעהט אַייך קֵיין אֶרֶץ יִשְרָאֵל אוֹיבּ אִיהר קֶענְט. חַ חַ חַ חַ
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l2	אליקים	elyakim	אליקים: (לויפט צו צו איהם) וֶוער אִיז דֶער לֶץ? פוּן אָנְהֵייבּ אָן אִיז עֶר מִיר
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l5	זמרי	zimri	זמרי: איןִ צִיוֹן פֶערְגֶעסְט! דָאס לַאנְד אִיז נִישְט מֵעהר אַייעֶרְס אוּן קֶען
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l13	אליקים	elyakim	אליקים: (וויטהענד) פַארְשְטְאפּ דִיר דַיין פִּיסְק מִיט אַ הֵייס שְטִיק אַייזֶען.
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l14	זמרי	zimri	זמרי: (נישט אכטענד רעדט ווייטער) יׁא זָאג אִיךְ, אִיהר אַלֵיין זֶענְט אִין אַלֶעס
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l26	זרובבל	zerubavel	זרובבל: (אונטערברעכענד) הַאלְט אַיין! (צו אליקים) אֶלִיָקִים וֶוער אִיז דִיעזֶער
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l28	אליקים	elyakim	אליקים: אִיךְ זָאל אַזוֹי וִויסֶען פוּן אִיהם!
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l29	זמרי	zimri	זמרי: אֵיין יְהוּדִי בִּין אִיךְ, אַיין גֶעבֹּארֶענֶער יְהוּדִי אַזוֹי וִוי אִיהר אַלֶע
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l31	אליקים	elyakim	אליקים: יִמַח שְמוֹנִיק, וֶוער בִּיזְטוּ (וויל איהם אנגרייפען, זמרי שטויסט איהם אוועק)
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l32	דניאל	daniel	דניאל: (ווינקט צו אלקים אויעקצוגעהן) אַיין יְהוּדִי בִּיזְטוּ? דוּ גִיבְּסְט אוּנְז אַיין
AlNaharotBavel-Amkreut&Freund1909	820975	9	0009_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_09.xml	r1l37	זמרי	zimri	זמרי: אִיבְּרִיגֶענְס גֶעהט אַייך קֵיין אֶרֶץ יִשְרָאֵל אוֹיבּ אִיהר קֶענְט. חַ חַ חַ חַ
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l1	זרובבל	zerubavel	זרובבל: דאָס מִיר ווֶעלֶען שְׁוֶוערִיקֵייטֶען הָאבֶּען דָאַס וֵוייסֶען מִיר זֶעהר
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l17	אלע	alle	אלע: אָמֵן! אָמֵן!
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	line_1649540118332_5735	אליקים	elyakim	אליקים: (בעגייסטערט) אָמֵן! אָמֵן! אָמֵן! אוּן לְחַיִים יוּדֶען! (צו זמרי) נִישְׁט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l20	זמרי	zimri	זמרי: נוּן אָבֶּער אִיז עֶס גֶענוּג, פוּן דֶעם אַלֶעם וָׁואס אִיךְ הָאבּ דָא הַיינְט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l23	זרובבל	zerubavel	זרובבל: (אויסער זיך) בִּיזְט דָא אַלְזָא נִישְׁט מֶעהר אַלְס אַ גֶעמֵיינֶער שְׁפִּיאָן?
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l28	זמרי	zimri	זמרי: (ווארפט אראב די קאפוצע, דעמאסקירט זיך) דֶער אָבֶּערְבֶּעפֶעהלְסְהַאבֶּער
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l31	זרובבל	zerubavel	זרובבל: (אפארט ערציטערט) פַּאלְמִירַאס פָאטֶער!
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l32	אלע	alle	אלע: (איינע וויילע ווי בעשטירצט).
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	line_1649540190608_5779	דניאל	daniel	דניאל: (קוקט איהם שארף אן) דִיעזֶעס גֶעזִיכְט... דוּ הָאסְט פְרִיהֶער גֶעזָאגְט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	r1l36	זמרי	zimri	זמרי: חַ חַ חַ חַ הָאט שׁוֹין דָנִיאֵל פֶערְגֶעסֶען זַיין בּעסְטֶען תַּלְמוּד, ווֶעלְכֶען
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_30627622.xml	line_1649540164403_5764	דניאל	daniel	דניאל: (ערקענט איהם) זמְרִי? דוּ בִּיזְט עֶם? דוּ וֶועלְכֶער הָאסְט נוּר
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l1	זרובבל	zerubavel	זרובבל: דאָס מִיר ווֶעלֶען שְׁוֶוערִיקֵייטֶען הָאבֶּען דָאַס וֵוייסֶען מִיר זֶעהר
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l17	אלע	alle	אלע: אָמֵן! אָמֵן!
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	line_1649540118332_5735	אליקים	elyakim	אליקים: (בעגייסטערט) אָמֵן! אָמֵן! אָמֵן! אוּן לְחַיִים יוּדֶען! (צו זמרי) נִישְׁט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l20	זמרי	zimri	זמרי: נוּן אָבֶּער אִיז עֶס גֶענוּג, פוּן דֶעם אַלֶעם וָׁואס אִיךְ הָאבּ דָא הַיינְט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l23	זרובבל	zerubavel	זרובבל: (אויסער זיך) בִּיזְט דָא אַלְזָא נִישְׁט מֶעהר אַלְס אַ גֶעמֵיינֶער שְׁפִּיאָן?
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l28	זמרי	zimri	זמרי: (ווארפט אראב די קאפוצע, דעמאסקירט זיך) דֶער אָבֶּערְבֶּעפֶעהלְסְהַאבֶּער
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l31	זרובבל	zerubavel	זרובבל: (אפארט ערציטערט) פַּאלְמִירַאס פָאטֶער!
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	r1l32	אלע	alle	אלע: (איינע וויילע ווי בעשטירצט).
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	line_1649540190608_5779	דניאל	daniel	דניאל: (קוקט איהם שארף אן) דִיעזֶעס גֶעזִיכְט... דוּ הָאסְט פְרִיהֶער גֶעזָאגְט
AlNaharotBavel-Amkreut&Freund1909	820975	10	0010_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_10.xml	line_1649540164403_5764	דניאל	daniel	דניאל: (ערקענט איהם) זמְרִי? דוּ בִּיזְט עֶם? דוּ וֶועלְכֶער הָאסְט נוּר
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_30627623.xml	r1l3	זמרי	zimri	זמרי: עֶרִינֶערְסְט דוּ דִיךְ מִיט וֶועלְכֶער שַׁאנְדֶע דוּ הָאסְט מִיךְ אוֹיס דַיין
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_30627623.xml	r1l5	אליקים	elyakim	אליקים: (ערקענט איהם) דָאס בִּיזְטוּ, דוּ ימְח שְׁמוֹ'נִיק? געדֶענְקְסְטוּ נָאךְ דִי
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_30627623.xml	r1l8	זמרי	zimri	זמרי: (מיט ביטערן האס) אָה קֵיינְמָאל אִין מַיין לֶעבֶּען וֶועל אִיךְ יֶענֶעם
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_30627623.xml	r1l14	זרובבל	zerubavel	זרובבל: (אפארט, שמערצליך) אוּן אַזוֹי אַיינֶער מוּז אִיהר פַאטֶער זייַן.
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_30627623.xml	r1l15	דניאל	daniel	"דניאל: (שמערצליך אויפשרייענד) ""מְהַרְסַיִךְ וּמְחַרְבַיִךְ מִמֶךְ יֵצֵאו"", דַיינֶע"
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_11.xml	r1l3	זמרי	zimri	זמרי: עֶרִינֶערְסְט דוּ דִיךְ מִיט וֶועלְכֶער שַׁאנְדֶע דוּ הָאסְט מִיךְ אוֹיס דַיין
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_11.xml	r1l5	אליקים	elyakim	אליקים: (ערקענט איהם) דָאס בִּיזְטוּ, דוּ ימְח שְׁמוֹ'נִיק? געדֶענְקְסְטוּ נָאךְ דִי
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_11.xml	r1l8	זמרי	zimri	זמרי: (מיט ביטערן האס) אָה קֵיינְמָאל אִין מַיין לֶעבֶּען וֶועל אִיךְ יֶענֶעם
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_11.xml	r1l14	זרובבל	zerubavel	זרובבל: (אפארט, שמערצליך) אוּן אַזוֹי אַיינֶער מוּז אִיהר פַאטֶער זייַן.
AlNaharotBavel-Amkreut&Freund1909	820975	11	0011_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_11.xml	r1l15	דניאל	daniel	"דניאל: (שמערצליך אויפשרייענד) ""מְהַרְסַיִךְ וּמְחַרְבַיִךְ מִמֶךְ יֵצֵאו"", דַיינֶע"
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l3	אלע	alle	אלע: הַיילִיגֶער נבִיא!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	line_1649540479781_5902	אליקים	elyakim	אליקים: אוּן אַז דניאַל זאָגְט עֶס, אִיז עֶס אַזוֹי הַיילִיג ווִי תּורת משֶׁה.
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l6	אלע	alle	אלע: לשׁנה הבּאָה בּירוּשלים!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l10	דוד	dovid	דוד: (רופט פון דרויסען) יהוּדית! יהוּדית! (ערשיינט) דָא זֶעה אִיךְ זִי אוִיך
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l12	יהודית	yehudis	יהודית (רופט פון דרויסען) דוד! דוד'ל!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l13	דוד	dovid	דוד: (ערפרייט) יהוּדית, (לויפט ארויס און קומט צוזאמען אויין מיט איהר) מַיין זִיעס
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l17	יהודית	yehudis	יהודית: דֶער צונאמֶענְלויף דאָרְט פוּן דֶעם פאלְק הָאט אוּנְז בֵּיידֶע
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l21	דוד	dovid	דוד: אָבֶּער פאַר וואָס אִיז פּלוּצלינג גֶעווֶארֶען אַזַא צוזאמֶענְגֶעלויף?
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l23	יהודית	yehudis	יהודית: האָסְטוּ דֶען נִישְׁט גֶעזֶעהן?
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l24	דוד	dovid	דוד: אִיךְ האָבּ נוּר גֶעזֶעהן אַז דוּ פֶעהלְסט מִיר, וֵוייטֶער הָאט מִיךְ גָאר
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	line_1649540556031_5979	יהודית	yehudis	יהודית: דֶער קֶענִיג בּלשצר האָט דָארְט פארבּייפּאסירט, אוּן ווֵייסְטוּ צוּ
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l30	דוד	dovid	דוד: צוּ ווֶעמֶען? צוּ דֶעם שונא ישראָל? צוּ דֶעם משוּמד?
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l31	יהודית	yehudis	יהודית: יאָ דוד'ל, שְׁטֶעל דִיר פאַר וואָס פאַר אַ גדוּלה אַזַא משוּמד הָאט
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_30627624.xml	r1l33	דוד	dovid	דוד: צוזֶעצט אוּן צוּפּיקעט זאָל עֵר וֶוערֶען, אַ גְלִיק פוּן אַ משוּמד? נוּר
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l3	אלע	alle	אלע: הֵיילִיגֶער נבִּיא!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	line_1649540479781_5902	אליקים	elyakim	אליקים: אוּן אַז דניאַל זאָגט עֶס, אִיז עֶס אַזוי הֵיילִיג ווִי תּורת משה.
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l6	אלע	alle	אלע: לשׁנְה הבּאָה בּירוּשלים!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l10	דוד	dovid	דוד: (רוּפֿט פֿוּן דרויסען) יהוּדית! יהוּדית! (ערשיינט) דָא זֶעה אִיך זִי אוֹיך
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l12	יְהוּדִית	yehudis	יְהוּדִית (רופט פון דרויסען) דָוִד! דוד'ל!
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l13	דוד	dovid	דוד: (ערפרייט) יהוּדית, (לויפט ארויס און קומט צוזאמען אויין מיט איהר) מַיין זִיעס
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l17	יהודית	yehudis	יהודית: דֶער צונאמֶענְלוִיף דאָרט פוּן דֶעם פָאלְק הָאט אוּנְז בֵּיידע
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l21	דוד	dovid	דוד: אָבּער פאַר וָואס אִיז פּלוּצלינג גֶעוְוארֶען אַזא צוזאמֶענְגֶעלוִיף?
AlNaharotBavel-Amkreut&Freund1909	820975	12	0012_Al naharot Bavel - biblishes muzikdrama in 4 akten zamt epilog -1909 -1-BN_63.436_0001_Page_12.xml	r1l23	יהודית	yehudis	יהודית: האָסטוּ דֶען נִישְט גֶעזֶעהְן?
